カードID=01100410CA138C1D
利用年月日,定期,鉄道会社名,入場駅/事業者名,定期,鉄道会社名,出場駅/降車場所,利用額(円),残額(円),メモ
2016/06/19,,東武,栃木,,,,-1000,1754,現金ﾁｬｰｼﾞ
2016/06/18,,東武,五反野,,東武,栃木,885,754,
2016/06/18,,東武,栃木,,,,-1000,1639,現金ﾁｬｰｼﾞ
2016/06/17,,メトロ,上野,,東武,五反野,216,639,
2016/06/17,,メトロ,新橋,,メトロ,上野,165,855,
2016/06/17,,メトロ,新橋,,,,-1000,1020,現金ﾁｬｰｼﾞ
2016/06/17,,JR東,武蔵小杉,,JR東,新橋,216,20,
2016/06/17,,JR東,新橋,,JR東,武蔵小杉,216,236,
2016/06/17,,メトロ,上野,,メトロ,新橋,72,452,
2016/06/17,,東武,五反野,,メトロ,上野,309,524,
2016/06/17,,メトロ,上野,,東武,五反野,216,833,
2016/06/17,,東武,五反野,,,,-1000,1049,現金ﾁｬｰｼﾞ
2016/06/16,,メトロ,新橋,,メトロ,上野,165,49,
2016/06/16,,JR東,武蔵小杉,,JR東,新橋,216,214,
2016/06/16,,JR東,新橋,,JR東,武蔵小杉,216,430,
2016/06/16,,東武,五反野,,メトロ,新橋,381,646,
2016/06/15,,メトロ,上野,,東武,五反野,216,1027,
2016/06/15,,メトロ,上野,,,,-1000,1243,現金ﾁｬｰｼﾞ
2016/06/15,,メトロ,新橋,,メトロ,上野,165,243,
2016/06/15,,JR東,武蔵小杉,,JR東,新橋,216,408,
2016/06/15,,JR東,新橋,,JR東,武蔵小杉,216,624,
2016/06/15,,メトロ,上野,,メトロ,新橋,72,840,
2016/06/15,,東武,五反野,,メトロ,上野,309,912,
2016/06/15,,東武,五反野,,,,-1000,1221,現金ﾁｬｰｼﾞ
2016/06/14,,メトロ,上野,,東武,五反野,216,221,
2016/06/14,,メトロ,新橋,,メトロ,上野,165,437,
2016/06/14,,JR東,武蔵小杉,,JR東,新橋,216,602,
2016/06/14,,JR東,新橋,,JR東,武蔵小杉,216,818,
2016/06/14,,メトロ,上野,,メトロ,新橋,72,1034,
2016/06/14,,東武,五反野,,メトロ,上野,309,1106,
2016/06/14,,メトロ,上野,,東武,五反野,216,1415,
2016/06/14,,東武,五反野,,,,-1000,1631,現金ﾁｬｰｼﾞ
2016/06/13,,メトロ,新橋,,メトロ,上野,165,631,
2016/06/13,,JR東,武蔵小杉,,JR東,新橋,216,796,
2016/06/13,,JR東,新橋,,JR東,武蔵小杉,216,1012,
2016/06/13,,メトロ,上野,,メトロ,新橋,72,1228,
2016/06/13,,東武,五反野,,メトロ,上野,309,1300,
2016/06/12,,東武,五反野,,,,-1000,1609,現金ﾁｬｰｼﾞ
2016/06/12,,東武,栃木,,東武,五反野,885,609,
2016/06/12,,東武,栃木,,,,-1000,1494,現金ﾁｬｰｼﾞ
2016/06/11,,東武,五反野,,東武,栃木,885,494,
2016/06/11,,東武,五反野,,,,-1000,1379,現金ﾁｬｰｼﾞ
2016/06/10,,メトロ,上野,,東武,五反野,309,379,
2016/06/10,,JR東,武蔵小杉,,JR東,上野,388,688,
2016/06/10,,JR東,上野,,JR東,武蔵小杉,388,1076,
2016/06/10,,東武,五反野,,メトロ,上野,309,1464,
2016/06/05,,東武,栃木,,東武,五反野,885,1773,
2016/06/04,,東武,五反野,,東武,栃木,885,2658,
2016/06/03,,JR東,武蔵小杉,,JR東,武蔵小杉,0,3543,窓出
2016/06/02,,JR東,新橋,,JR東,武蔵小杉,216,3543,
2016/05/29,,東武,栃木,,東武,五反野,885,3759,
2016/05/28,,東武,五反野,,東武,栃木,885,4644,
2016/05/22,,JR東,上野,,JR東,東京,0,5529,窓出
2016/05/22,,東武,五反野,,,,-5000,5529,現金ﾁｬｰｼﾞ
2016/05/21,,東武,栃木,,東武,五反野,885,529,
2016/05/21,,東武,栃木,,,,-1000,1414,現金ﾁｬｰｼﾞ
2016/05/21,,東武,五反野,,東武,栃木,885,414,
2016/05/21,,東武,五反野,,,,-1000,1299,現金ﾁｬｰｼﾞ
2016/05/15,,東武,栃木,,東武,五反野,885,299,
2016/05/15,,東武,栃木,,,,-1000,1184,現金ﾁｬｰｼﾞ
2016/05/14,,東武,五反野,,東武,栃木,885,184,
2016/05/14,,東武,五反野,,,,-1000,1069,現金ﾁｬｰｼﾞ
2016/05/08,,東武,栃木,,東武,五反野,885,69,
2016/04/29,,東武,五反野,,東武,栃木,885,954,
2016/04/29,,東武,栃木,,,,-1000,1839,現金ﾁｬｰｼﾞ
2016/04/28,,メトロ,新御茶ノ水,,東武,五反野,339,839,
2016/04/28,,メトロ,新御茶ノ水,,,,-1000,1178,現金ﾁｬｰｼﾞ
2016/04/28,,東武,五反野,,メトロ,新御茶ノ水,339,178,
2016/04/27,,メトロ,新御茶ノ水,,東武,五反野,339,517,
2016/04/27,,メトロ,上野,,メトロ,神田,30,856,
2016/04/27,,東武,五反野,,メトロ,上野,309,886,
2016/04/26,,東武,五反野,,,,-1000,1195,現金ﾁｬｰｼﾞ
2016/04/26,,メトロ,新御茶ノ水,,東武,五反野,339,195,
2016/04/26,,メトロ,上野,,メトロ,神田,30,534,
2016/04/26,,東武,五反野,,メトロ,上野,309,564,
2016/04/25,,メトロ,新御茶ノ水,,東武,五反野,339,873,
2016/04/25,,東武,五反野,,,,-1000,1212,現金ﾁｬｰｼﾞ
2016/04/25,,メトロ,上野,,メトロ,神田,30,212,
2016/04/25,,東武,五反野,,メトロ,上野,309,242,
2016/04/24,,東武,栃木,,東武,五反野,885,551,
2016/04/24,,東武,栃木,,,,-1000,1436,現金ﾁｬｰｼﾞ
2016/04/23,,東武,五反野,,東武,栃木,885,436,
2016/04/23,,東武,五反野,,,,-1000,1321,現金ﾁｬｰｼﾞ
2016/04/22,,メトロ,新御茶ノ水,,東武,五反野,339,321,
2016/04/22,,メトロ,上野,,メトロ,神田,30,660,
2016/04/22,,東武,五反野,,メトロ,上野,309,690,
2016/04/21,,メトロ,秋葉原,,東武,五反野,239,999,
2016/04/21,,東武,五反野,,,,-1000,1238,現金ﾁｬｰｼﾞ
2016/04/21,,都営,神保町,,都営,岩本町,174,238,
2016/04/21,,メトロ,上野,,メトロ,神田,30,412,
2016/04/21,,東武,五反野,,メトロ,上野,309,442,
2016/04/20,,メトロ,上野,,東武,五反野,174,751,
2016/04/20,,メトロ,神田,,メトロ,上野,165,925,
2016/04/20,,メトロ,上野,,メトロ,神田,30,1090,
2016/04/20,,メトロ,上野,,,,-1000,1120,現金ﾁｬｰｼﾞ
2016/04/20,,東武,五反野,,メトロ,上野,309,120,
2016/04/19,,メトロ,新御茶ノ水,,東武,五反野,339,429,
2016/04/19,,メトロ,上野,,メトロ,神田,30,768,
2016/04/19,,東武,五反野,,メトロ,上野,309,798,
2016/04/18,,東武,五反野,,,,-1000,1107,現金ﾁｬｰｼﾞ
2016/04/18,,メトロ,上野,,東武,五反野,309,107,
2016/04/18,,JR東,武蔵小杉,,JR東,上野,388,416,
2016/04/18,,JR東,向河原,,JR東,武蔵小杉,133,804,
2016/04/18,,メトロ,神保町,,東急,武蔵小杉,390,937,
2016/04/18,,東急,武蔵小杉,,,,-1000,1327,現金ﾁｬｰｼﾞ
2016/04/18,,都営,神保町,,都営,神保町,0,327,窓出
2016/04/18,,メトロ,上野,,メトロ,神田,30,327,
2016/04/18,,東武,五反野,,メトロ,上野,309,357,
2016/04/17,,東武,栃木,,東武,五反野,885,666,
2016/04/17,,東武,五反野,,,,-1000,1551,現金ﾁｬｰｼﾞ
2016/04/16,,東武,五反野,,東武,栃木,885,551,
2016/04/15,,東武,五反野,,,,-1000,1436,現金ﾁｬｰｼﾞ
2016/04/15,,メトロ,新御茶ノ水,,東武,五反野,339,436,
2016/04/15,,メトロ,上野,,メトロ,神田,30,775,
2016/04/15,,東武,五反野,,メトロ,上野,309,805,
2016/04/14,,TX,青井,,,,-1000,1114,現金ﾁｬｰｼﾞ
2016/04/14,,TX,秋葉原,,TX,青井,329,114,
2016/04/14,,都営,神保町,,都営,岩本町,174,443,
2016/04/14,,メトロ,上野,,メトロ,神田,30,617,
2016/04/14,,東武,五反野,,メトロ,上野,309,647,
2016/04/13,,TX,秋葉原,,TX,青井,329,956,
2016/04/13,,TX,青井,,,,-1000,1285,現金ﾁｬｰｼﾞ
2016/04/13,,都営,神保町,,都営,岩本町,174,285,
2016/04/13,,メトロ,上野,,メトロ,神田,30,459,
2016/04/13,,東武,五反野,,メトロ,上野,309,489,
2016/04/12,,メトロ,新御茶ノ水,,東武,五反野,339,798,
2016/04/12,,メトロ,北千住,,メトロ,新御茶ノ水,195,1137,
2016/04/12,,TX,青井,,TX,北千住,206,1332,
2016/04/12,,TX,青井,,,,-1000,1538,現金ﾁｬｰｼﾞ
2016/04/11,,メトロ,新御茶ノ水,,東武,五反野,339,538,
2016/04/11,,東武,五反野,,メトロ,新御茶ノ水,339,877,
2016/04/10,,東武,五反野,,,,-1000,1216,現金ﾁｬｰｼﾞ
2016/04/10,,東武,栃木,,東武,五反野,885,216,
2016/04/10,,東武,栃木,,,,-1000,1101,現金ﾁｬｰｼﾞ
2016/04/09,,東武,五反野,,東武,栃木,885,101,
2016/04/09,,メトロ,新御茶ノ水,,東武,五反野,339,986,
2016/04/08,,メトロ,新御茶ノ水,,,,-1000,1325,現金ﾁｬｰｼﾞ
2016/04/08,,メトロ,北千住,,メトロ,新御茶ノ水,195,325,
2016/04/08,,TX,青井,,TX,北千住,206,520,
2016/04/07,,メトロ,上野,,東武,五反野,174,726,
2016/04/07,,メトロ,神田,,メトロ,上野,165,900,
2016/04/07,,メトロ,上野,,メトロ,神田,30,1065,
2016/04/07,,メトロ,上野,,,,-1000,1095,現金ﾁｬｰｼﾞ
2016/04/07,,東武,五反野,,メトロ,上野,309,95,
2016/04/06,,メトロ,上野,,東武,五反野,174,404,
2016/04/06,,メトロ,神田,,メトロ,上野,165,578,
2016/04/06,,東武,五反野,,メトロ,新御茶ノ水,339,743,
2016/04/05,,メトロ,新御茶ノ水,,東武,五反野,339,1082,
2016/04/05,,メトロ,北千住,,メトロ,新御茶ノ水,195,1421,
2016/04/05,,TX,青井,,TX,北千住,206,1616,
2016/04/05,,TX,青井,,,,-1000,1822,現金ﾁｬｰｼﾞ
2016/04/04,,メトロ,新御茶ノ水,,東武,五反野,339,822,
2016/04/04,,東武,五反野,,メトロ,神保町,339,1161,
2016/04/04,,東武,五反野,,,,-1000,1500,現金ﾁｬｰｼﾞ
2016/04/03,,東武,栃木,,東武,五反野,885,500,
2016/04/03,,東武,栃木,,,,-1000,1385,現金ﾁｬｰｼﾞ
2016/04/02,,東武,東武宇都宮,,東武,栃木,411,385,
2016/04/02,,東武,栃木,,東武,東武宇都宮,411,796,
2016/04/02,,東武,東武宇都宮,,,,-1000,1207,現金ﾁｬｰｼﾞ
2016/04/02,,東武,五反野,,東武,栃木,885,207,
2016/04/01,,メトロ,秋葉原,,東武,五反野,239,1092,
2016/04/01,,都営,神保町,,都営,岩本町,174,1331,
2016/04/01,,都営,神保町,,都営,神保町,0,1505,窓出
2016/04/01,,都営,岩本町,,都営,神保町,74,1505,
2016/04/01,,東武,五反野,,メトロ,秋葉原,339,1579,
2016/04/01,,東武,五反野,,,,-1000,1918,現金ﾁｬｰｼﾞ
2016/03/27,,東武,栃木,,東武,五反野,885,918,
2016/03/27,,東武,栃木,,,,-1000,1803,現金ﾁｬｰｼﾞ
2016/03/26,,東武,五反野,,東武,栃木,885,803,
2016/03/26,,東武,五反野,,,,-1000,1688,現金ﾁｬｰｼﾞ
2016/03/25,,TX,秋葉原,,TX,青井,329,688,
2016/03/25,,都営,神保町,,都営,岩本町,174,1017,
2016/03/25,,都営,神保町,,,,-1000,1191,現金ﾁｬｰｼﾞ
2016/03/22,,,,,,,120,191,物販
2016/03/21,,東武,栃木,,東武,五反野,885,311,
2016/03/21,,東武,栃木,,,,-1000,1196,現金ﾁｬｰｼﾞ
2016/03/19,,東武,五反野,,東武,栃木,885,196,
2016/03/19,,東武,五反野,,,,-1000,1081,現金ﾁｬｰｼﾞ
2016/03/19,,東武,五反野,,,,144,81,精算
2016/03/19,,東武,西新井,,東武,五反野,0,225,窓出
2016/03/07,,,,,,,570,225,物販
2016/03/06,,東武,栃木,,東武,五反野,885,795,
2016/03/06,,東武,栃木,,,,-1000,1680,現金ﾁｬｰｼﾞ
2016/03/05,,東武,五反野,,東武,栃木,885,680,
2016/03/05,,東武,栃木,,,,-1000,1565,現金ﾁｬｰｼﾞ
2016/03/04,,東武,西新井,,東武,五反野,144,565,
2016/03/04,,東武,五反野,,東武,西新井,144,709,
2016/03/01,,JR東,上野,,JR東,田町,165,853,
2016/03/01,,メトロ,上野,,,,-1000,1018,現金ﾁｬｰｼﾞ
2016/02/29,,メトロ,稲荷町,,メトロ,上野,165,18,
2016/02/29,○,メトロ,上野,,メトロ,稲荷町,165,183,
2016/02/28,,東武,栃木,,東武,五反野,885,348,
2016/02/28,,東武,栃木,,,,-1000,1233,現金ﾁｬｰｼﾞ
2016/02/27,,東武,五反野,,東武,栃木,885,233,
2016/02/17,,東急,用賀,,,,-1000,1118,現金ﾁｬｰｼﾞ
2016/02/17,,JR東,五反田,,JR東,渋谷,154,118,
2016/02/17,,東急,用賀,,東急,五反田,216,272,
2016/02/15,,都営,新宿,,都営,青山一丁目,174,488,
2016/02/15,,都営,青山一丁目,,都営,都庁前,216,662,
2016/02/14,,東武,栃木,,東武,五反野,885,878,
2016/02/14,,東武,栃木,,,,-1000,1763,現金ﾁｬｰｼﾞ
2016/02/13,,東武,五反野,,東武,栃木,885,763,
2016/02/13,,東武,栃木,,,,-1000,1648,現金ﾁｬｰｼﾞ
2016/02/07,,東武,栃木,,東武,五反野,885,648,
2016/02/07,,東武,栃木,,,,-1000,1533,現金ﾁｬｰｼﾞ
2016/02/06,,東武,五反野,,東武,栃木,885,533,
2016/02/06,,東武,栃木,,,,-1000,1418,現金ﾁｬｰｼﾞ
2016/01/31,,東武,栃木,,東武,五反野,885,418,
2016/01/31,,東武,栃木,,,,-1000,1303,現金ﾁｬｰｼﾞ
2016/01/30,,東武,五反野,,東武,栃木,885,303,
2016/01/30,,東武,栃木,,,,-1000,1188,現金ﾁｬｰｼﾞ
2016/01/27,,メトロ,三越前,,メトロ,上野,0,188,
2016/01/27,○,メトロ,日本橋,,メトロ,三越前,165,188,
2016/01/24,,東武,栃木,,東武,五反野,885,353,
2016/01/24,,東武,栃木,,,,-1000,1238,現金ﾁｬｰｼﾞ
2016/01/23,,東武,五反野,,東武,栃木,885,238,
2016/01/23,,東武,栃木,,,,-1000,1123,現金ﾁｬｰｼﾞ
2016/01/17,,東武,栃木,,東武,五反野,885,123,
2016/01/17,,東武,栃木,,,,-1000,1008,現金ﾁｬｰｼﾞ
2016/01/17,,東武,五反野,,東武,栃木,885,8,
2016/01/17,,東武,栃木,,,,-650,893,現金ﾁｬｰｼﾞ
2016/01/08,,メトロ,秋葉原,○,メトロ,上野広小路,165,243,
2016/01/04,,東武,栃木,,東武,五反野,885,408,
2016/01/04,,東武,栃木,,,,-1000,1293,現金ﾁｬｰｼﾞ
2015/12/30,,東武,五反野,,東武,栃木,885,293,
2015/12/30,,東武,五反野,,,,-1000,1178,現金ﾁｬｰｼﾞ
2015/12/29,,東急,用賀,,東武,五反野,576,178,
2015/12/29,,メトロ,上野,,東急,用賀,267,754,
2015/12/29,,東武,五反野,,メトロ,上野,309,1021,
2015/12/28,,東武,五反野,,,,-1000,1330,現金ﾁｬｰｼﾞ
2015/12/28,,メトロ,上野,,東武,五反野,186,330,
2015/12/28,,東急,用賀,,メトロ,上野,390,516,
2015/12/28,,メトロ,青山一丁目,,東急,用賀,360,906,
2015/12/28,,東急,用賀,,,,-1000,1266,現金ﾁｬｰｼﾞ
2015/12/28,,メトロ,上野,,メトロ,青山一丁目,72,266,
2015/12/28,,東武,五反野,,メトロ,上野,309,338,
2015/12/27,,東武,栃木,,東武,五反野,885,647,
2015/12/27,,東武,栃木,,,,-1000,1532,現金ﾁｬｰｼﾞ
2015/12/26,,東武,五反野,,東武,栃木,885,532,
2015/12/26,,メトロ,上野,,東武,五反野,186,1417,
2015/12/26,,東急,用賀,,メトロ,上野,390,1603,
2015/12/25,,東急,用賀,,,,-1000,1993,現金ﾁｬｰｼﾞ
2015/12/25,,メトロ,上野,,東急,用賀,267,993,
2015/12/25,,東急,用賀,,,,-1000,1260,現金ﾁｬｰｼﾞ
2015/12/25,,東武,五反野,,メトロ,上野,309,260,
2015/12/24,,メトロ,上野,,東武,五反野,186,569,
2015/12/24,,東急,用賀,,メトロ,上野,390,755,
2015/12/24,,東急,用賀,,,,-1000,1145,現金ﾁｬｰｼﾞ
2015/12/24,,メトロ,上野,,東急,用賀,267,145,
2015/12/24,,東武,五反野,,メトロ,上野,309,412,
2015/12/23,,メトロ,上野,,東武,五反野,186,721,
2015/12/22,,東急,用賀,,メトロ,上野,390,907,
2015/12/22,,メトロ,上野,,東急,用賀,267,1297,
2015/12/22,,東武,五反野,,メトロ,上野,309,1564,
2015/12/22,,東武,五反野,,,,-1000,1873,現金ﾁｬｰｼﾞ
2015/12/21,,メトロ,上野,,東武,五反野,186,873,
2015/12/21,,メトロ,上野,,,,-1000,1059,現金ﾁｬｰｼﾞ
2015/12/21,,東急,用賀,,メトロ,上野,390,59,
2015/12/21,,東武,五反野,,東急,用賀,576,449,
2015/12/20,,東武,五反野,,,,-1000,1025,現金ﾁｬｰｼﾞ
2015/12/20,,東武,栃木,,東武,五反野,885,25,
2015/12/19,,東武,五反野,,東武,栃木,885,910,
2015/12/19,,東武,栃木,,,,-1000,1795,現金ﾁｬｰｼﾞ
2015/12/18,,東武,北千住,,東武,五反野,144,795,
2015/12/18,,東急,用賀,,メトロ,北千住,432,939,
2015/12/18,,メトロ,北千住,,,,-1000,1371,現金ﾁｬｰｼﾞ
2015/12/18,,メトロ,北千住,,東急,用賀,432,371,
2015/12/18,,TX,青井,,TX,北千住,206,803,
2015/12/17,,東武,五反野,,,,-1000,1009,現金ﾁｬｰｼﾞ
2015/12/17,,東急,用賀,,東武,五反野,576,9,
2015/12/17,,東武,五反野,,,,-40,585,現金ﾁｬｰｼﾞ
2015/12/17,,メトロ,北千住,,東急,用賀,432,545,
2015/12/17,,TX,青井,,TX,北千住,206,977,
2015/12/16,,東急,用賀,,東武,五反野,576,1183,
2015/12/16,,東急,用賀,,,,-1000,1759,現金ﾁｬｰｼﾞ
2015/12/16,,東武,五反野,,東急,用賀,576,759,
2015/12/16,,TX,青井,,,,-1000,1335,現金ﾁｬｰｼﾞ
2015/12/16,,TX,北千住,,TX,青井,206,335,
2015/12/15,,東急,用賀,,メトロ,北千住,432,541,
2015/12/15,,東武,五反野,,東急,用賀,576,973,
2015/12/15,,東急,用賀,,,,-1000,1549,現金ﾁｬｰｼﾞ
2015/12/15,,東急,用賀,,東武,五反野,576,549,
2015/12/14,,東急,用賀,,,,-1000,1125,現金ﾁｬｰｼﾞ
2015/12/14,,東武,五反野,,東急,用賀,576,125,
2015/12/13,,東武,栃木,,東武,五反野,885,701,
2015/12/13,,東武,栃木,,,,-1000,1586,現金ﾁｬｰｼﾞ
2015/12/12,,東武,五反野,,東武,栃木,885,586,
2015/12/12,,東武,南栗橋,,,,-1000,1471,現金ﾁｬｰｼﾞ
2015/12/11,,メトロ,渋谷,,東武,五反野,381,471,
2015/12/11,,東急,用賀,,東急,渋谷,195,852,
2015/12/11,,東急,用賀,,,,-1000,1047,現金ﾁｬｰｼﾞ
2015/12/11,,メトロ,上野,,東急,用賀,267,47,
2015/12/11,,東武,五反野,,メトロ,上野,309,314,
2015/12/11,,メトロ,上野,,東武,五反野,186,623,
2015/12/10,,東急,用賀,,メトロ,上野,390,809,
2015/12/10,,メトロ,上野,,,,-1000,1199,現金ﾁｬｰｼﾞ
2015/12/10,,メトロ,上野,,東急,用賀,267,199,
2015/12/10,,東武,五反野,,メトロ,上野,309,466,
2015/12/09,,東急,用賀,,東武,五反野,576,775,
2015/12/09,,東武,五反野,,,,-1000,1351,現金ﾁｬｰｼﾞ
2015/12/09,,東武,五反野,,東急,用賀,576,351,
2015/12/08,,東武,栃木,,東武,五反野,885,927,
2015/12/08,,東武,栃木,,,,-1000,1812,現金ﾁｬｰｼﾞ
2015/12/01,,東武,五反野,,東武,栃木,885,812,
2015/12/01,,東武,栃木,,,,-1000,1697,現金ﾁｬｰｼﾞ
2015/11/30,,TX,秋葉原,,TX,青井,329,697,
2015/11/30,,TX,秋葉原,,,,-1000,1026,現金ﾁｬｰｼﾞ
2015/11/30,,JR東,四ツ谷,,JR東,秋葉原,154,26,
2015/11/30,,JR東,秋葉原,,JR東,四ツ谷,154,180,
2015/11/30,,東武,五反野,,メトロ,秋葉原,339,334,
2015/11/30,,東武,栃木,,東武,五反野,885,673,
2015/11/30,,東武,五反野,,,,-1000,1558,現金ﾁｬｰｼﾞ
2015/11/27,,東武,五反野,,東武,栃木,885,558,
2015/11/27,,東武,五反野,,,,-1000,1443,現金ﾁｬｰｼﾞ
2015/11/27,,メトロ,新御茶ノ水,,東武,五反野,339,443,
2015/11/27,,JR東,三鷹,,JR東,御茶ノ水,388,782,
2015/11/27,,JR東,御茶ノ水,,,,-1000,1170,現金ﾁｬｰｼﾞ
2015/11/27,,JR東,吉祥寺,,JR東,三鷹,133,170,
2015/11/27,,京王,渋谷,,京王,吉祥寺,195,303,
2015/11/27,,東急,用賀,,東急,渋谷,195,498,
2015/11/27,,東武,五反野,,東急,用賀,576,693,
2015/11/27,,東急,用賀,,,,-1000,1269,現金ﾁｬｰｼﾞ
2015/11/26,,メトロ,上野,,東武,五反野,309,269,
2015/11/26,,JR東,大崎,,JR東,上野,194,578,
2015/11/26,,臨海,国際展示場,,臨海,大崎,329,772,
2015/11/26,,ゆり,豊洲,,ゆり,有明,247,1101,
2015/11/26,,メトロ,月島,,メトロ,豊洲,53,1348,
2015/11/26,,都営,新御徒町,,都営,月島,216,1401,
2015/11/26,,TX,青井,,TX,新御徒町,288,1617,
2015/11/26,,TX,青井,,,,-1000,1905,現金ﾁｬｰｼﾞ
2015/11/24,,メトロ,渋谷,,東武,五反野,381,905,
2015/11/24,,東武,五反野,,,,0,1286,現金ﾁｬｰｼﾞ
2015/11/24,,東武,五反野,,,,-1000,1286,現金チャージ
2015/11/24,,東武,五反野,,メトロ,渋谷,381,286,
2015/11/23,,東武,栃木,,東武,五反野,885,667,
2015/11/23,,東武,栃木,,,,-1000,1552,現金ﾁｬｰｼﾞ
2015/11/20,,東武,五反野,,東武,栃木,885,552,
2015/11/20,,東武,栃木,,,,-1000,1437,現金ﾁｬｰｼﾞ
2015/11/19,,TX,秋葉原,,TX,青井,329,437,
2015/11/19,,東武,五反野,,メトロ,秋葉原,339,766,
2015/11/19,,東武,五反野,,,,-1000,1105,現金ﾁｬｰｼﾞ
2015/11/16,,東急,池尻大橋,,東武,五反野,505,105,
2015/11/16,,メトロ,上野,,東急,池尻大橋,196,610,
2015/11/16,,東武,五反野,,メトロ,上野,309,806,
2015/11/15,,東武,五反野,,,,-1000,1115,現金ﾁｬｰｼﾞ
2015/11/15,,東武,栃木,,東武,五反野,885,115,
2015/11/15,,東武,栃木,,,,-1000,1000,現金ﾁｬｰｼﾞ
2015/11/13,,東武,五反野,,東武,栃木,885,0,
2015/11/13,,東武,栃木,,,,-20,885,現金ﾁｬｰｼﾞ
2015/11/10,,メトロ,茅場町,,東武,五反野,339,865,
2015/11/10,,東武,五反野,,,,-1000,1204,現金ﾁｬｰｼﾞ
2015/11/10,,東武,五反野,,メトロ,茅場町,339,204,
2015/11/09,,東武,北千住,,東武,五反野,144,543,
2015/11/09,,メトロ,西日暮里,,メトロ,北千住,165,687,
2015/11/09,,JR東,新宿,,JR東,西日暮里,194,852,
2015/11/09,,JR東,西日暮里,,JR東,新宿,194,1046,
2015/11/09,,東武,五反野,,メトロ,西日暮里,289,1240,
2015/11/09,,東武,五反野,,,,-1000,1529,現金ﾁｬｰｼﾞ
2015/11/08,,東武,栃木,,東武,五反野,885,529,
2015/11/08,,東武,栃木,,,,-1000,1414,現金ﾁｬｰｼﾞ
2015/11/05,,東武,東武宇都宮,,東武,栃木,411,414,
2015/11/05,,東武,栃木,,東武,東武宇都宮,411,825,
2015/11/05,,東武,栃木,,,,-1000,1236,現金ﾁｬｰｼﾞ
2015/11/02,,東武,五反野,,東武,栃木,885,236,
2015/11/02,,東武,栃木,,東武,五反野,885,1121,
2015/11/02,,東武,五反野,,,,-1000,2006,現金ﾁｬｰｼﾞ
2015/11/02,,東武,栃木,,,,-1000,1006,現金ﾁｬｰｼﾞ
2015/10/30,,東武,五反野,,東武,栃木,885,6,
2015/10/30,,東武,栃木,,,,-510,891,現金ﾁｬｰｼﾞ
2015/10/29,,JR東,さいたま新都心,,JR東,上野,464,381,
2015/10/29,,JR東,有楽町,,JR東,さいたま新都心,464,845,
2015/10/29,,メトロ,豊洲,,,,-1000,1309,現金ﾁｬｰｼﾞ
2015/10/25,,東武,栃木,,東武,五反野,885,309,
2015/10/25,,東武,栃木,,,,-1000,1194,現金ﾁｬｰｼﾞ
2015/10/24,,東武,五反野,,東武,栃木,885,194,
2015/10/24,,東武,五反野,,,,-1000,1079,現金ﾁｬｰｼﾞ
2015/10/18,,東武,栃木,,東武,五反野,885,79,
2015/10/16,,東武,五反野,,東武,栃木,885,964,
2015/10/16,,東武,栃木,,,,-1000,1849,現金ﾁｬｰｼﾞ
2015/10/14,,都営,清澄白河,,都営,月島,104,849,
2015/10/14,○,メトロ,茅場町,,メトロ,清澄白河,165,953,
2015/10/14,,メトロ,清澄白河,,,,-1000,1118,現金ﾁｬｰｼﾞ
2015/10/12,,東武,栃木,,東武,五反野,885,118,
2015/10/12,,東武,栃木,,,,-1000,1003,現金ﾁｬｰｼﾞ
2015/10/10,,東武,五反野,,東武,栃木,885,3,
2015/10/10,,東武,栃木,,,,-770,888,現金ﾁｬｰｼﾞ
2015/10/04,,東武,栃木,,東武,五反野,885,118,
2015/10/04,,東武,栃木,,,,-1000,1003,現金ﾁｬｰｼﾞ
2015/10/03,,東武,五反野,,東武,栃木,885,3,
2015/10/03,,東武,栃木,,,,-80,888,現金ﾁｬｰｼﾞ
2015/09/27,,東武,栃木,,東武,五反野,885,808,
2015/09/27,,東武,栃木,,,,-1000,1693,現金ﾁｬｰｼﾞ
2015/09/26,,東武,五反野,,東武,栃木,885,693,
2015/09/25,,東武,五反野,,,,-1000,1578,現金ﾁｬｰｼﾞ
2015/09/23,,東武,栃木,,東武,五反野,885,578,
2015/09/23,,東武,栃木,,,,-1000,1463,現金ﾁｬｰｼﾞ
2015/09/19,,JR東,久喜,,JR東,宇都宮,1144,463,
2015/09/19,,東武,五反野,,東武,久喜,515,1607,
2015/09/18,,東武,五反野,,,,-1000,2122,現金ﾁｬｰｼﾞ
2015/09/18,,東武,五反野,,,,-1000,1122,現金ﾁｬｰｼﾞ
2015/09/13,,東武,栃木,,東武,五反野,885,122,
2015/09/13,,東武,栃木,,,,-1000,1007,現金ﾁｬｰｼﾞ
2015/09/12,,東武,五反野,,東武,栃木,885,7,
2015/09/12,,東武,栃木,,,,-170,892,現金ﾁｬｰｼﾞ
2015/09/10,,都営,新御徒町,,都営,月島,216,722,
2015/09/10,,TX,青井,,TX,新御徒町,288,938,
2015/09/10,,TX,青井,,,,-1000,1226,現金ﾁｬｰｼﾞ
2015/09/06,,東武,栃木,,東武,五反野,885,226,
2015/09/06,,東武,栃木,,,,-1000,1111,現金ﾁｬｰｼﾞ
2015/09/05,,東武,五反野,,東武,栃木,885,111,
2015/09/03,,メトロ,新富町,,メトロ,豊洲,165,996,
2015/09/03,,東武,五反野,,メトロ,築地,339,1161,
